text,label
अहं संस्कृतं पठामि अहं संस्कृतं पठामि,Sanskrit
भारत एक महान देश हो,Nepali
अहं विद्यालयं गच्छामि,Sanskrit
यह एक सुंदर दिन है,Hindi
एषा पुस्तिका रोचकं अस्ति एषः सुंदरः दिवसः अस्ति,Sanskrit
यह एक सुंदर दिन है,Hindi
यो एक सुन्दर दिन हो मौसम धेरै राम्रो छ,Nepali
यो एक सुन्दर दिन हो,Nepali
मौसम बहुत अच्छा है,Hindi
त्वं कथं असि?,Sanskrit
मी बाजारात जात आहे मी मराठी शिकत आहे,Marathi
त्वं कथं असि? एषा पुस्तिका रोचकं अस्ति,Sanskrit
मी मराठी शिकत आहे,Marathi
तुम कैसे हो? मैं बाजार जा रहा हूँ,Hindi
कृपया माझी मदत करा,Marathi
मला भूक लागली आहे हवामान खूप छान आहे,Marathi
त्वं कथं असि?,Sanskrit
तू कसा आहेस? ही पुस्तक खूप रंजक आहे,Marathi
ही पुस्तक खूप रंजक आहे,Marathi
कृपया मेरी मदद करें,Hindi
भारत एक महान देश है,Hindi
कृपया मेरी मदद करें,Hindi
यो पुस्तक धेरै रोचक छ,Nepali
हा एक सुंदर दिवस आहे,Marathi
हवामान खूप छान आहे,Marathi
कियद्वेला जाता?,Sanskrit
यो पुस्तक धेरै रोचक छ,Nepali
तुम कैसे हो?,Hindi
तिमीलाई कस्तो छ?,Nepali
कृपया मेरी मदद करें,Hindi
क्या समय हुआ है?,Hindi
भारत एक महान देश है,Hindi
तुम कैसे हो? मैं बाजार जा रहा हूँ,Hindi
भारतः महान् देशः अस्ति,Sanskrit
मैं बाजार जा रहा हूँ भारत एक महान देश है,Hindi
यह पुस्तक बहुत रोचक है,Hindi
मम क्षुधा वर्तते,Sanskrit
भारतः महान् देशः अस्ति,Sanskrit
कृपया साहाय्यं कुरुत एषा पुस्तिका रोचकं अस्ति,Sanskrit
वेळ किती वाजली आहे?,Marathi
मैं बाजार जा रहा हूँ,Hindi
कृपया मलाई मद्दत गर,Nepali
वेळ किती वाजली आहे?,Marathi
मौसम बहुत अच्छा है,Hindi
तू कसा आहेस?,Marathi
मैं बाजार जा रहा हूँ मुझे भूख लगी है,Hindi
मौसम बहुत अच्छा है,Hindi
कृपया मेरी मदद करें,Hindi
एषः सुंदरः दिवसः अस्ति,Sanskrit
कृपया साहाय्यं कुरुत,Sanskrit
मला भूक लागली आहे,Marathi
यह एक सुंदर दिन है,Hindi
कृपया मलाई मद्दत गर यो पुस्तक धेरै रोचक छ,Nepali
मौसम धेरै राम्रो छ,Nepali
यो एक सुन्दर दिन हो,Nepali
मी मराठी शिकत आहे,Marathi
यह एक सुंदर दिन है,Hindi
वेळ किती वाजली आहे?,Marathi
भारत एक महान देश हो,Nepali
तू कसा आहेस?,Marathi
त्वं कथं असि? वातावरणं रमणीयं अस्ति,Sanskrit
मुझे भूख लगी है,Hindi
भारत एक महान देश आहे कृपया माझी मदत करा,Marathi
तिमीलाई कस्तो छ? म बजार जाँदैछु,Nepali
यो एक सुन्दर दिन हो,Nepali
मैं हिंदी सीख रहा हूँ,Hindi
हा एक सुंदर दिवस आहे,Marathi
कति बजेको छ?,Nepali
त्वं कथं असि?,Sanskrit
वातावरणं रमणीयं अस्ति,Sanskrit
मी मराठी शिकत आहे,Marathi
ही पुस्तक खूप रंजक आहे,Marathi
भारत एक महान देश आहे,Marathi
तिमीलाई कस्तो छ?,Nepali
क्या समय हुआ है? तुम कैसे हो?,Hindi
यो पुस्तक धेरै रोचक छ,Nepali
भारतः महान् देशः अस्ति,Sanskrit
तिमीलाई कस्तो छ?,Nepali
मम क्षुधा वर्तते वातावरणं रमणीयं अस्ति,Sanskrit
भारत एक महान देश है भारत एक महान देश है,Hindi
एषः सुंदरः दिवसः अस्ति एषः सुंदरः दिवसः अस्ति,Sanskrit
क्या समय हुआ है? यह पुस्तक बहुत रोचक है,Hindi
मुझे भूख लगी है,Hindi
तू कसा आहेस?,Marathi
वेळ किती वाजली आहे? हवामान खूप छान आहे,Marathi
तुम कैसे हो?,Hindi
मैं बाजार जा रहा हूँ,Hindi
तिमीलाई कस्तो छ?,Nepali
एषः सुंदरः दिवसः अस्ति वातावरणं रमणीयं अस्ति,Sanskrit
अहं संस्कृतं पठामि वातावरणं रमणीयं अस्ति,Sanskrit
म बजार जाँदैछु यो पुस्तक धेरै रोचक छ,Nepali
एषः सुंदरः दिवसः अस्ति,Sanskrit
भारतः महान् देशः अस्ति,Sanskrit
मौसम धेरै राम्रो छ,Nepali
कृपया माझी मदत करा,Marathi
म बजार जाँदैछु,Nepali
वातावरणं रमणीयं अस्ति त्वं कथं असि?,Sanskrit
म बजार जाँदैछु म बजार जाँदैछु,Nepali
यह पुस्तक बहुत रोचक है,Hindi
यो एक सुन्दर दिन हो,Nepali
मौसम बहुत अच्छा है,Hindi
म नेपाली सिक्दैछु,Nepali
यो एक सुन्दर दिन हो,Nepali
यह पुस्तक बहुत रोचक है,Hindi
वेळ किती वाजली आहे?,Marathi
म नेपाली सिक्दैछु म बजार जाँदैछु,Nepali
यो एक सुन्दर दिन हो मौसम धेरै राम्रो छ,Nepali
मी मराठी शिकत आहे मी मराठी शिकत आहे,Marathi
भारत एक महान देश है,Hindi
अहं संस्कृतं पठामि,Sanskrit
अहं विद्यालयं गच्छामि भारतः महान् देशः अस्ति,Sanskrit
मी बाजारात जात आहे मी बाजारात जात आहे,Marathi
यह पुस्तक बहुत रोचक है,Hindi
एषः सुंदरः दिवसः अस्ति,Sanskrit
मम क्षुधा वर्तते,Sanskrit
कृपया मेरी मदद करें,Hindi
मौसम धेरै राम्रो छ,Nepali
मौसम बहुत अच्छा है,Hindi
भारत एक महान देश हो,Nepali
मौसम धेरै राम्रो छ,Nepali
कति बजेको छ?,Nepali
वातावरणं रमणीयं अस्ति,Sanskrit
क्या समय हुआ है?,Hindi
म बजार जाँदैछु,Nepali
मी बाजारात जात आहे,Marathi
तिमीलाई कस्तो छ?,Nepali
मौसम धेरै राम्रो छ यो पुस्तक धेरै रोचक छ,Nepali
भारत एक महान देश हो भारत एक महान देश हो,Nepali
हा एक सुंदर दिवस आहे,Marathi
त्वं कथं असि?,Sanskrit
मला भूक लागली आहे,Marathi
यो पुस्तक धेरै रोचक छ,Nepali
मी बाजारात जात आहे मी बाजारात जात आहे,Marathi
एषा पुस्तिका रोचकं अस्ति,Sanskrit
भारत एक महान देश है,Hindi
एषः सुंदरः दिवसः अस्ति,Sanskrit
हवामान खूप छान आहे,Marathi
अहं संस्कृतं पठामि,Sanskrit
यो एक सुन्दर दिन हो,Nepali
क्या समय हुआ है?,Hindi
वातावरणं रमणीयं अस्ति,Sanskrit
क्या समय हुआ है?,Hindi
ही पुस्तक खूप रंजक आहे,Marathi
यो पुस्तक धेरै रोचक छ,Nepali
मला भूक लागली आहे कृपया माझी मदत करा,Marathi
कृपया माझी मदत करा वेळ किती वाजली आहे?,Marathi
मौसम धेरै राम्रो छ,Nepali
ही पुस्तक खूप रंजक आहे मी बाजारात जात आहे,Marathi
कृपया मेरी मदद करें,Hindi
अहं विद्यालयं गच्छामि,Sanskrit
मैं हिंदी सीख रहा हूँ कृपया मेरी मदद करें,Hindi
यह एक सुंदर दिन है भारत एक महान देश है,Hindi
भारतः महान् देशः अस्ति,Sanskrit
कति बजेको छ?,Nepali
मुझे भूख लगी है,Hindi
एषः सुंदरः दिवसः अस्ति,Sanskrit
कृपया मलाई मद्दत गर कति बजेको छ?,Nepali
यो पुस्तक धेरै रोचक छ,Nepali
यो पुस्तक धेरै रोचक छ,Nepali
अहं संस्कृतं पठामि,Sanskrit
वेळ किती वाजली आहे?,Marathi
कृपया माझी मदत करा,Marathi
हवामान खूप छान आहे मी बाजारात जात आहे,Marathi
ही पुस्तक खूप रंजक आहे,Marathi
म बजार जाँदैछु,Nepali
वातावरणं रमणीयं अस्ति,Sanskrit
मी बाजारात जात आहे,Marathi
अहं संस्कृतं पठामि,Sanskrit
कृपया साहाय्यं कुरुत वातावरणं रमणीयं अस्ति,Sanskrit
भारत एक महान देश आहे,Marathi
कति बजेको छ?,Nepali
मम क्षुधा वर्तते,Sanskrit
कृपया माझी मदत करा,Marathi
कृपया मेरी मदद करें,Hindi
एषः सुंदरः दिवसः अस्ति,Sanskrit
म भोक लागेको छु कति बजेको छ?,Nepali
भारत एक महान देश है,Hindi
मौसम धेरै राम्रो छ,Nepali
मौसम धेरै राम्रो छ,Nepali
मुझे भूख लगी है तुम कैसे हो?,Hindi
कति बजेको छ? मौसम धेरै राम्रो छ,Nepali
मी बाजारात जात आहे,Marathi
मैं हिंदी सीख रहा हूँ मैं हिंदी सीख रहा हूँ,Hindi
यह पुस्तक बहुत रोचक है,Hindi
यो एक सुन्दर दिन हो,Nepali
म भोक लागेको छु,Nepali
मौसम धेरै राम्रो छ,Nepali
भारत एक महान देश आहे,Marathi
भारतः महान् देशः अस्ति,Sanskrit
एषः सुंदरः दिवसः अस्ति अहं विद्यालयं गच्छामि,Sanskrit
मौसम बहुत अच्छा है,Hindi
कृपया साहाय्यं कुरुत,Sanskrit
यो पुस्तक धेरै रोचक छ,Nepali
भारतः महान् देशः अस्ति एषः सुंदरः दिवसः अस्ति,Sanskrit
यो एक सुन्दर दिन हो,Nepali
कृपया साहाय्यं कुरुत,Sanskrit
क्या समय हुआ है?,Hindi
म भोक लागेको छु मौसम धेरै राम्रो छ,Nepali
यह पुस्तक बहुत रोचक है तुम कैसे हो?,Hindi
म बजार जाँदैछु,Nepali
वातावरणं रमणीयं अस्ति अहं संस्कृतं पठामि,Sanskrit
अहं विद्यालयं गच्छामि कियद्वेला जाता?,Sanskrit
कृपया माझी मदत करा,Marathi
यो एक सुन्दर दिन हो,Nepali
मैं बाजार जा रहा हूँ,Hindi
क्या समय हुआ है?,Hindi
एषः सुंदरः दिवसः अस्ति,Sanskrit
अहं संस्कृतं पठामि,Sanskrit
म भोक लागेको छु,Nepali
तुम कैसे हो?,Hindi
मैं हिंदी सीख रहा हूँ,Hindi
कृपया साहाय्यं कुरुत,Sanskrit
मैं बाजार जा रहा हूँ,Hindi
भारत एक महान देश हो,Nepali
यो एक सुन्दर दिन हो तिमीलाई कस्तो छ?,Nepali
तू कसा आहेस? मला भूक लागली आहे,Marathi
मुझे भूख लगी है,Hindi
यह एक सुंदर दिन है,Hindi
म बजार जाँदैछु यो पुस्तक धेरै रोचक छ,Nepali
यो पुस्तक धेरै रोचक छ म नेपाली सिक्दैछु,Nepali
म भोक लागेको छु म भोक लागेको छु,Nepali
भारत एक महान देश हो म नेपाली सिक्दैछु,Nepali
मौसम बहुत अच्छा है मौसम बहुत अच्छा है,Hindi
भारत एक महान देश है क्या समय हुआ है?,Hindi
अहं संस्कृतं पठामि अहं विद्यालयं गच्छामि,Sanskrit
कति बजेको छ?,Nepali
मौसम बहुत अच्छा है,Hindi
म बजार जाँदैछु,Nepali
मम क्षुधा वर्तते,Sanskrit
मी बाजारात जात आहे भारत एक महान देश आहे,Marathi
भारत एक महान देश हो मौसम धेरै राम्रो छ,Nepali
एषा पुस्तिका रोचकं अस्ति,Sanskrit
मुझे भूख लगी है,Hindi
तू कसा आहेस? हा एक सुंदर दिवस आहे,Marathi
कृपया माझी मदत करा,Marathi
क्या समय हुआ है?,Hindi
मला भूक लागली आहे,Marathi
मौसम बहुत अच्छा है मैं बाजार जा रहा हूँ,Hindi
भारत एक महान देश हो म बजार जाँदैछु,Nepali
म भोक लागेको छु यो एक सुन्दर दिन हो,Nepali
हवामान खूप छान आहे तू कसा आहेस?,Marathi
यह एक सुंदर दिन है तुम कैसे हो?,Hindi
एषः सुंदरः दिवसः अस्ति भारतः महान् देशः अस्ति,Sanskrit
म बजार जाँदैछु म भोक लागेको छु,Nepali
तुम कैसे हो?,Hindi
यह एक सुंदर दिन है यह एक सुंदर दिन है,Hindi
मम क्षुधा वर्तते एषः सुंदरः दिवसः अस्ति,Sanskrit
म नेपाली सिक्दैछु,Nepali
भारत एक महान देश है,Hindi
म भोक लागेको छु मौसम धेरै राम्रो छ,Nepali
यह पुस्तक बहुत रोचक है,Hindi
क्या समय हुआ है?,Hindi
हा एक सुंदर दिवस आहे तू कसा आहेस?,Marathi
वेळ किती वाजली आहे?,Marathi
वातावरणं रमणीयं अस्ति,Sanskrit
भारत एक महान देश है,Hindi
यह एक सुंदर दिन है मुझे भूख लगी है,Hindi
मैं बाजार जा रहा हूँ,Hindi
भारत एक महान देश है,Hindi
यो पुस्तक धेरै रोचक छ,Nepali
यो एक सुन्दर दिन हो,Nepali
मी बाजारात जात आहे ही पुस्तक खूप रंजक आहे,Marathi
क्या समय हुआ है?,Hindi
हा एक सुंदर दिवस आहे,Marathi
यो पुस्तक धेरै रोचक छ,Nepali
भारतः महान् देशः अस्ति,Sanskrit
भारत एक महान देश आहे भारत एक महान देश आहे,Marathi
यह एक सुंदर दिन है,Hindi
मौसम बहुत अच्छा है,Hindi
हा एक सुंदर दिवस आहे भारत एक महान देश आहे,Marathi
कृपया मेरी मदद करें,Hindi
म भोक लागेको छु,Nepali
क्या समय हुआ है?,Hindi
हा एक सुंदर दिवस आहे मला भूक लागली आहे,Marathi
भारत एक महान देश है,Hindi
हा एक सुंदर दिवस आहे,Marathi
मुझे भूख लगी है,Hindi
मैं बाजार जा रहा हूँ,Hindi
वातावरणं रमणीयं अस्ति भारतः महान् देशः अस्ति,Sanskrit
म बजार जाँदैछु मौसम धेरै राम्रो छ,Nepali
हवामान खूप छान आहे,Marathi
म बजार जाँदैछु म भोक लागेको छु,Nepali
भारत एक महान देश है,Hindi
कृपया मलाई मद्दत गर मौसम धेरै राम्रो छ,Nepali
मौसम धेरै राम्रो छ यो पुस्तक धेरै रोचक छ,Nepali
त्वं कथं असि? मम क्षुधा वर्तते,Sanskrit
यो पुस्तक धेरै रोचक छ,Nepali
एषः सुंदरः दिवसः अस्ति मम क्षुधा वर्तते,Sanskrit
त्वं कथं असि? वातावरणं रमणीयं अस्ति,Sanskrit
भारत एक महान देश आहे कृपया माझी मदत करा,Marathi
मौसम धेरै राम्रो छ,Nepali
मैं हिंदी सीख रहा हूँ,Hindi
यो एक सुन्दर दिन हो मौसम धेरै राम्रो छ,Nepali
यो एक सुन्दर दिन हो,Nepali
हवामान खूप छान आहे,Marathi
मैं हिंदी सीख रहा हूँ,Hindi
मौसम धेरै राम्रो छ म बजार जाँदैछु,Nepali
म नेपाली सिक्दैछु,Nepali
भारत एक महान देश आहे,Marathi
वातावरणं रमणीयं अस्ति,Sanskrit
म भोक लागेको छु तिमीलाई कस्तो छ?,Nepali
कति बजेको छ?,Nepali
तू कसा आहेस?,Marathi
मौसम धेरै राम्रो छ,Nepali
त्वं कथं असि? त्वं कथं असि?,Sanskrit
तिमीलाई कस्तो छ? म भोक लागेको छु,Nepali
मम क्षुधा वर्तते,Sanskrit
मुझे भूख लगी है यह एक सुंदर दिन है,Hindi
भारत एक महान देश हो,Nepali
कियद्वेला जाता? कृपया साहाय्यं कुरुत,Sanskrit
तू कसा आहेस? मी मराठी शिकत आहे,Marathi
तू कसा आहेस?,Marathi
भारत एक महान देश आहे हा एक सुंदर दिवस आहे,Marathi
कृपया मलाई मद्दत गर,Nepali
कृपया मेरी मदद करें यह एक सुंदर दिन है,Hindi
कति बजेको छ? यो पुस्तक धेरै रोचक छ,Nepali
म भोक लागेको छु,Nepali
मौसम बहुत अच्छा है,Hindi
मुझे भूख लगी है,Hindi
तिमीलाई कस्तो छ?,Nepali
कृपया मेरी मदद करें मैं बाजार जा रहा हूँ,Hindi
कृपया मेरी मदद करें,Hindi
कृपया साहाय्यं कुरुत,Sanskrit
भारत एक महान देश है मुझे भूख लगी है,Hindi
भारतः महान् देशः अस्ति,Sanskrit
म भोक लागेको छु,Nepali
मी बाजारात जात आहे,Marathi
मी बाजारात जात आहे मला भूक लागली आहे,Marathi
कृपया मलाई मद्दत गर,Nepali
भारत एक महान देश हो,Nepali
कृपया मेरी मदद करें कृपया मेरी मदद करें,Hindi
मी बाजारात जात आहे,Marathi
म बजार जाँदैछु,Nepali
मैं बाजार जा रहा हूँ यह एक सुंदर दिन है,Hindi
भारत एक महान देश है,Hindi
वातावरणं रमणीयं अस्ति,Sanskrit
वातावरणं रमणीयं अस्ति,Sanskrit
यो एक सुन्दर दिन हो,Nepali
एषः सुंदरः दिवसः अस्ति अहं संस्कृतं पठामि,Sanskrit
अहं विद्यालयं गच्छामि,Sanskrit
भारत एक महान देश हो,Nepali
हा एक सुंदर दिवस आहे,Marathi
मम क्षुधा वर्तते,Sanskrit
कियद्वेला जाता? त्वं कथं असि?,Sanskrit
यो एक सुन्दर दिन हो मौसम धेरै राम्रो छ,Nepali
तुम कैसे हो?,Hindi
तुम कैसे हो? कृपया मेरी मदद करें,Hindi
तू कसा आहेस?,Marathi
हवामान खूप छान आहे,Marathi
मौसम बहुत अच्छा है,Hindi
मम क्षुधा वर्तते,Sanskrit
यो एक सुन्दर दिन हो,Nepali
म भोक लागेको छु,Nepali
मुझे भूख लगी है,Hindi
कति बजेको छ? मौसम धेरै राम्रो छ,Nepali
कति बजेको छ? यो एक सुन्दर दिन हो,Nepali
हवामान खूप छान आहे,Marathi
मैं बाजार जा रहा हूँ यह पुस्तक बहुत रोचक है,Hindi
क्या समय हुआ है?,Hindi
म बजार जाँदैछु,Nepali
एषा पुस्तिका रोचकं अस्ति,Sanskrit
एषा पुस्तिका रोचकं अस्ति मम क्षुधा वर्तते,Sanskrit
म भोक लागेको छु म बजार जाँदैछु,Nepali
मौसम धेरै राम्रो छ,Nepali
कृपया मलाई मद्दत गर,Nepali
अहं संस्कृतं पठामि,Sanskrit
भारत एक महान देश आहे,Marathi
मौसम बहुत अच्छा है यह पुस्तक बहुत रोचक है,Hindi
अहं संस्कृतं पठामि मम क्षुधा वर्तते,Sanskrit
त्वं कथं असि?,Sanskrit
भारत एक महान देश हो म भोक लागेको छु,Nepali
मैं हिंदी सीख रहा हूँ मैं हिंदी सीख रहा हूँ,Hindi
हा एक सुंदर दिवस आहे मी मराठी शिकत आहे,Marathi
कृपया मलाई मद्दत गर,Nepali
यह एक सुंदर दिन है मैं बाजार जा रहा हूँ,Hindi
हा एक सुंदर दिवस आहे,Marathi
एषा पुस्तिका रोचकं अस्ति वातावरणं रमणीयं अस्ति,Sanskrit
भारत एक महान देश हो तिमीलाई कस्तो छ?,Nepali
हवामान खूप छान आहे,Marathi
यह पुस्तक बहुत रोचक है,Hindi
मौसम धेरै राम्रो छ,Nepali
भारत एक महान देश है,Hindi
कियद्वेला जाता?,Sanskrit
एषः सुंदरः दिवसः अस्ति एषः सुंदरः दिवसः अस्ति,Sanskrit
एषः सुंदरः दिवसः अस्ति मम क्षुधा वर्तते,Sanskrit
कृपया मलाई मद्दत गर,Nepali
एषा पुस्तिका रोचकं अस्ति,Sanskrit
म भोक लागेको छु,Nepali
भारत एक महान देश आहे,Marathi
भारत एक महान देश हो,Nepali
तू कसा आहेस? कृपया माझी मदत करा,Marathi
मी मराठी शिकत आहे भारत एक महान देश आहे,Marathi
मी मराठी शिकत आहे मला भूक लागली आहे,Marathi
भारत एक महान देश हो,Nepali
मैं हिंदी सीख रहा हूँ कृपया मेरी मदद करें,Hindi
क्या समय हुआ है?,Hindi
मैं हिंदी सीख रहा हूँ,Hindi
हवामान खूप छान आहे,Marathi
कृपया साहाय्यं कुरुत,Sanskrit
यह एक सुंदर दिन है,Hindi
मला भूक लागली आहे,Marathi
मैं हिंदी सीख रहा हूँ,Hindi
यो पुस्तक धेरै रोचक छ,Nepali
वातावरणं रमणीयं अस्ति,Sanskrit
कृपया मेरी मदद करें,Hindi
कति बजेको छ?,Nepali
म भोक लागेको छु म बजार जाँदैछु,Nepali
ही पुस्तक खूप रंजक आहे मी मराठी शिकत आहे,Marathi
कृपया मलाई मद्दत गर,Nepali
वेळ किती वाजली आहे?,Marathi
त्वं कथं असि?,Sanskrit
क्या समय हुआ है?,Hindi
एषा पुस्तिका रोचकं अस्ति,Sanskrit
अहं विद्यालयं गच्छामि एषः सुंदरः दिवसः अस्ति,Sanskrit
म नेपाली सिक्दैछु कृपया मलाई मद्दत गर,Nepali
मम क्षुधा वर्तते,Sanskrit
मैं हिंदी सीख रहा हूँ,Hindi
मी बाजारात जात आहे,Marathi
मम क्षुधा वर्तते,Sanskrit
अहं संस्कृतं पठामि,Sanskrit
म नेपाली सिक्दैछु,Nepali
मुझे भूख लगी है,Hindi
मैं बाजार जा रहा हूँ,Hindi
तू कसा आहेस? मी मराठी शिकत आहे,Marathi
वातावरणं रमणीयं अस्ति त्वं कथं असि?,Sanskrit
मी मराठी शिकत आहे,Marathi
यह पुस्तक बहुत रोचक है मैं हिंदी सीख रहा हूँ,Hindi
मी मराठी शिकत आहे,Marathi
मी बाजारात जात आहे मला भूक लागली आहे,Marathi
वातावरणं रमणीयं अस्ति मम क्षुधा वर्तते,Sanskrit
भारत एक महान देश है,Hindi
म नेपाली सिक्दैछु,Nepali
तू कसा आहेस?,Marathi
तू कसा आहेस?,Marathi
भारत एक महान देश हो,Nepali
मला भूक लागली आहे,Marathi
मैं हिंदी सीख रहा हूँ यह पुस्तक बहुत रोचक है,Hindi
त्वं कथं असि?,Sanskrit
तुम कैसे हो? मैं बाजार जा रहा हूँ,Hindi
वेळ किती वाजली आहे?,Marathi
कृपया मेरी मदद करें,Hindi
मी मराठी शिकत आहे,Marathi
कृपया साहाय्यं कुरुत,Sanskrit
मी बाजारात जात आहे,Marathi
हा एक सुंदर दिवस आहे,Marathi
मैं हिंदी सीख रहा हूँ,Hindi
मौसम धेरै राम्रो छ म नेपाली सिक्दैछु,Nepali
कृपया मलाई मद्दत गर,Nepali
भारत एक महान देश आहे,Marathi
एषः सुंदरः दिवसः अस्ति,Sanskrit
एषः सुंदरः दिवसः अस्ति अहं विद्यालयं गच्छामि,Sanskrit
एषा पुस्तिका रोचकं अस्ति,Sanskrit
म नेपाली सिक्दैछु,Nepali
मी बाजारात जात आहे,Marathi
म बजार जाँदैछु,Nepali
मम क्षुधा वर्तते,Sanskrit
तिमीलाई कस्तो छ?,Nepali
अहं संस्कृतं पठामि,Sanskrit
यह पुस्तक बहुत रोचक है,Hindi
भारतः महान् देशः अस्ति,Sanskrit
कृपया माझी मदत करा,Marathi
भारत एक महान देश है,Hindi
म भोक लागेको छु,Nepali
कृपया साहाय्यं कुरुत,Sanskrit
हवामान खूप छान आहे,Marathi
मी बाजारात जात आहे,Marathi
तुम कैसे हो? तुम कैसे हो?,Hindi
मी मराठी शिकत आहे,Marathi
त्वं कथं असि?,Sanskrit
कृपया माझी मदत करा,Marathi
मी बाजारात जात आहे,Marathi
कियद्वेला जाता?,Sanskrit
कृपया मलाई मद्दत गर,Nepali
वातावरणं रमणीयं अस्ति,Sanskrit
भारत एक महान देश आहे,Marathi
भारत एक महान देश हो यो पुस्तक धेरै रोचक छ,Nepali
वातावरणं रमणीयं अस्ति एषः सुंदरः दिवसः अस्ति,Sanskrit
एषः सुंदरः दिवसः अस्ति,Sanskrit
कृपया मलाई मद्दत गर,Nepali
कृपया मेरी मदद करें,Hindi
एषः सुंदरः दिवसः अस्ति वातावरणं रमणीयं अस्ति,Sanskrit
भारतः महान् देशः अस्ति कियद्वेला जाता?,Sanskrit
वातावरणं रमणीयं अस्ति,Sanskrit
मैं हिंदी सीख रहा हूँ,Hindi
क्या समय हुआ है?,Hindi
हवामान खूप छान आहे,Marathi
म बजार जाँदैछु म बजार जाँदैछु,Nepali
तू कसा आहेस?,Marathi
मैं बाजार जा रहा हूँ यह पुस्तक बहुत रोचक है,Hindi
मुझे भूख लगी है,Hindi
भारतः महान् देशः अस्ति वातावरणं रमणीयं अस्ति,Sanskrit
अहं विद्यालयं गच्छामि,Sanskrit
भारत एक महान देश आहे,Marathi
तिमीलाई कस्तो छ?,Nepali
तिमीलाई कस्तो छ? मौसम धेरै राम्रो छ,Nepali
हा एक सुंदर दिवस आहे,Marathi
तू कसा आहेस?,Marathi
एषः सुंदरः दिवसः अस्ति वातावरणं रमणीयं अस्ति,Sanskrit
भारतः महान् देशः अस्ति,Sanskrit
कृपया माझी मदत करा मला भूक लागली आहे,Marathi
एषा पुस्तिका रोचकं अस्ति,Sanskrit
मी मराठी शिकत आहे मला भूक लागली आहे,Marathi
कृपया माझी मदत करा मी बाजारात जात आहे,Marathi
भारतः महान् देशः अस्ति अहं विद्यालयं गच्छामि,Sanskrit
मैं हिंदी सीख रहा हूँ मैं हिंदी सीख रहा हूँ,Hindi
मैं हिंदी सीख रहा हूँ,Hindi
मौसम धेरै राम्रो छ,Nepali
मुझे भूख लगी है,Hindi
भारतः महान् देशः अस्ति,Sanskrit
भारत एक महान देश हो कृपया मलाई मद्दत गर,Nepali
कृपया मलाई मद्दत गर म भोक लागेको छु,Nepali
ही पुस्तक खूप रंजक आहे,Marathi
भारत एक महान देश है तुम कैसे हो?,Hindi
त्वं कथं असि? मम क्षुधा वर्तते,Sanskrit
कृपया मलाई मद्दत गर कृपया मलाई मद्दत गर,Nepali
तू कसा आहेस?,Marathi
एषः सुंदरः दिवसः अस्ति एषः सुंदरः दिवसः अस्ति,Sanskrit
यो पुस्तक धेरै रोचक छ,Nepali
क्या समय हुआ है?,Hindi
यो एक सुन्दर दिन हो कृपया मलाई मद्दत गर,Nepali
मैं बाजार जा रहा हूँ,Hindi
अहं विद्यालयं गच्छामि,Sanskrit
तुम कैसे हो? यह पुस्तक बहुत रोचक है,Hindi
म नेपाली सिक्दैछु म बजार जाँदैछु,Nepali
मौसम धेरै राम्रो छ,Nepali
मम क्षुधा वर्तते,Sanskrit
म भोक लागेको छु,Nepali
मला भूक लागली आहे,Marathi
तुम कैसे हो?,Hindi
हा एक सुंदर दिवस आहे,Marathi
म बजार जाँदैछु,Nepali
तुम कैसे हो?,Hindi
वेळ किती वाजली आहे?,Marathi
मौसम बहुत अच्छा है,Hindi
त्वं कथं असि?,Sanskrit
यो पुस्तक धेरै रोचक छ,Nepali
एषः सुंदरः दिवसः अस्ति,Sanskrit
मी मराठी शिकत आहे वेळ किती वाजली आहे?,Marathi
मौसम बहुत अच्छा है,Hindi
म नेपाली सिक्दैछु,Nepali
अहं संस्कृतं पठामि,Sanskrit
मला भूक लागली आहे,Marathi
म भोक लागेको छु तिमीलाई कस्तो छ?,Nepali
कृपया माझी मदत करा मला भूक लागली आहे,Marathi
अहं संस्कृतं पठामि,Sanskrit
म बजार जाँदैछु म नेपाली सिक्दैछु,Nepali
म भोक लागेको छु,Nepali
वातावरणं रमणीयं अस्ति,Sanskrit
मैं हिंदी सीख रहा हूँ,Hindi
हवामान खूप छान आहे,Marathi
यो पुस्तक धेरै रोचक छ,Nepali
अहं विद्यालयं गच्छामि,Sanskrit
हा एक सुंदर दिवस आहे वेळ किती वाजली आहे?,Marathi
म नेपाली सिक्दैछु,Nepali
त्वं कथं असि?,Sanskrit
मौसम बहुत अच्छा है,Hindi
भारत एक महान देश है,Hindi
भारत एक महान देश हो,Nepali
भारत एक महान देश हो मौसम धेरै राम्रो छ,Nepali
वातावरणं रमणीयं अस्ति एषा पुस्तिका रोचकं अस्ति,Sanskrit
हवामान खूप छान आहे,Marathi
हवामान खूप छान आहे हवामान खूप छान आहे,Marathi
अहं विद्यालयं गच्छामि त्वं कथं असि?,Sanskrit
मी बाजारात जात आहे,Marathi
म नेपाली सिक्दैछु,Nepali
हवामान खूप छान आहे,Marathi
तिमीलाई कस्तो छ?,Nepali
क्या समय हुआ है?,Hindi
भारतः महान् देशः अस्ति,Sanskrit
यो पुस्तक धेरै रोचक छ,Nepali
मुझे भूख लगी है भारत एक महान देश है,Hindi
त्वं कथं असि? कियद्वेला जाता?,Sanskrit
म भोक लागेको छु,Nepali
यह एक सुंदर दिन है,Hindi
